#{"t_start": 1732142813.1264894, "env_id": "None"}
r,l,t
0.0,100,5.518411
0.851458,16,5.799823
0.421334,86,7.037847
0.384896,95,8.535427
0.0,100,9.871231
0.605006,50,10.6085
0.0,100,12.055668
0.0,100,13.576958
0.0,100,15.436861
0.817907,20,15.745384
0.0,100,17.146264
0.592966,52,17.883319
0.447523,80,18.966899
0.99,1,18.973818
0.0,100,20.497072
0.0,100,22.106439
0.0,100,23.450701
0.0,100,24.814869
0.0,100,26.280841
0.0,100,27.786932
0.0,100,29.141423
0.396678,92,30.391838
0.696413,36,30.884654
0.0,100,32.300092
0.0,100,33.65081
0.9801,2,33.662762
0.0,100,35.120565
0.541685,61,36.033038
0.860058,15,36.279319
0.826169,19,36.497551
0.95099,5,36.562545
0.0,100,37.929854
0.913517,9,38.048316
0.0,100,39.468816
0.868746,14,39.723122
0.754719,28,40.137795
0.785678,24,40.434184
0.0,100,41.887918
0.913517,9,42.032865
0.0,100,43.52124
0.710553,34,44.001217
0.0,100,45.679849
0.895338,11,45.827855
0.886385,12,46.0121
0.817907,20,46.365788
0.0,100,48.329682
0.0,100,49.862419
0.563905,57,50.794567
0.922745,8,50.949991
0.536268,62,51.96215
0.668972,40,52.667702
0.932065,7,52.780019
0.970299,3,52.857549
0.696413,36,53.430969
0.0,100,54.756109
0.868746,14,54.964011
0.623525,47,55.590096
0.732303,31,56.017501
0.0,100,57.392748
0.777821,25,57.733081
0.0,100,59.09392
0.851458,16,59.292959
0.703448,35,59.796921
0.886385,12,59.947127
0.541685,61,60.942172
0.623525,47,61.955976
0.636185,45,62.77217
0.960596,4,62.838171
0.868746,14,63.000504
0.592966,52,63.718115
0.868746,14,63.917251
0.0,100,65.268984
0.99,1,65.274925
0.913517,9,65.394365
0.851458,16,65.600419
0.0,100,66.969892
0.0,100,68.361363
0.960596,4,68.424065
0.99,1,68.431784
0.649103,43,68.980154
0.417121,87,70.237053
0.777821,25,70.603581
0.675729,39,71.129812
0.842943,17,71.364691
0.0,100,73.146579
0.7397,30,73.529299
0.886385,12,73.680296
0.0,100,75.038384
0.0,100,76.925842
0.717731,33,77.400276
0.0,100,78.959822
0.801631,22,79.287738
0.895338,11,79.473147
0.0,100,81.009888
0.770043,26,81.42529
0.530906,63,82.360993
0.868746,14,82.605712
0.817907,20,82.887384
0.0,100,84.326674
0.801631,22,84.702623
0.886385,12,84.905414
0.0,100,86.559664
0.834514,18,86.852651
0.834514,18,87.071443
0.0,100,88.513423
0.860058,15,88.741062
0.817907,20,89.014615
0.770043,26,89.414008
0.0,100,91.101878
0.777821,25,91.580641
0.0,100,92.982265
0.826169,19,93.252034
0.649103,43,93.876585
0.0,100,95.446576
0.99,1,95.452897
0.793614,23,95.795622
0.0,100,97.284691
0.710553,34,97.729349
0.0,100,99.114363
0.575355,55,99.845007
0.0,100,101.163443
0.0,100,102.580066
0.860058,15,102.810535
0.886385,12,102.996168
0.0,100,104.347053
0.629824,46,104.935915
0.777821,25,105.302935
0.0,100,106.652573
0.762343,27,106.990736
0.0,100,108.261962
0.851458,16,108.490987
0.817907,20,108.741881
0.0,100,110.129359
0.0,100,112.009272
0.0,100,113.452097
0.732303,31,113.871584
0.886385,12,114.009116
0.0,100,115.436368
0.0,100,117.081967
0.0,100,118.509612
0.809728,21,118.791186
0.0,100,120.583385
0.834514,18,120.875924
0.0,100,122.27632
0.547157,60,123.093701
0.913517,9,123.22693
0.703448,35,123.700409
0.0,100,125.112816
0.0,100,126.536608
0.913517,9,126.68872
0.0,100,128.093578
0.438618,82,129.253073
0.717731,33,129.722991
0.0,100,131.103677
0.747172,29,131.46966
0.0,100,132.833683
0.0,100,134.202234
0.932065,7,134.334234
0.0,100,135.789299
0.895338,11,135.940357
0.0,100,137.351382
0.99,1,137.358009
0.754719,28,137.753666
0.0,100,139.085333
0.623525,47,139.703517
0.886385,12,139.879931
0.754719,28,140.245179
0.520341,65,141.472845
0.629824,46,142.0649
0.817907,20,142.328043
0.0,100,143.639815
0.649103,43,144.237434
0.0,100,145.563843
0.0,100,146.902678
0.860058,15,147.091002
0.0,100,148.690929
0.662282,41,149.203264
0.0,100,150.611109
0.860058,15,150.809291
0.826169,19,151.082627
0.623525,47,151.724785
0.0,100,153.108207
0.922745,8,153.225388
0.0,100,154.657658
0.0,100,156.107937
0.970299,3,156.165717
0.0,100,157.62378
0.877521,13,157.775389
0.0,100,159.188038
0.922745,8,159.30927
0.770043,26,159.65685
0.703448,35,160.16046
0.0,100,161.530306
0.642612,44,162.133123
0.834514,18,162.355714
0.0,100,163.694946
0.904382,10,163.825165
0.0,100,165.320106
0.0,100,166.722855
0.877521,13,166.906407
0.793614,23,167.249627
0.675729,39,167.744514
0.895338,11,167.913568
0.9801,2,167.92639
0.0,100,169.213594
0.94148,6,169.286133
0.0,100,170.7893
0.689449,37,171.507574
0.655659,42,172.058618
0.0,100,173.431924
0.960596,4,173.497841
0.480141,73,174.77174
