#{"t_start": 1733411863.5466278, "env_id": "None"}
r,l,t0.0.0,100,2.4033050.0.0,100,3.6712430.0.0,100,5.0187680.0.0,100,6.4124440.0.0,100,7.6576320.0.0,100,9.0342150.0.0,100,10.3176380.0.0,100,11.6560980.0.0,100,12.903655
0.0,100,14.124718
0.381047,96,15.394672
0.0,100,16.70117
0.0,100,17.916285
0.0,100,19.221082
0.0,100,20.493987
0.851458,16,20.69926300.0,100,22.012258
0.0,100,23.251778
0.809728,21,23.50149
0.7397,30,23.890905
0.0,100,25.236027
0.0,100,26.466766
0.0,100,27.84838
0.0,100,29.049074
0.851458,16,29.229572
0.0,100,30.42159
0.0,100,31.612505
0.0,100,32.981836
0.530906,63,33.804842
0.0,100,35.109576
0.0,100,36.646814
0.0,100,37.995561
0.465881,76,39.233926
0.520341,65,40.064407
0.0,100,41.350071
0.0,100,42.912558
0.0,100,44.623782
0.623525,47,45.3316580.0,100,46.760608
0.0,100,47.984653
0.0,100,49.215602
0.0,100,50.625637
0.0,100,52.014015
0.0,100,53.25923
0.404732,90,54.47027
0.0,100,55.825328
0.377237,97,57.25921
0.785678,24,57.525955
0.547157,60,58.322206
0.0,100,59.744112
0.710553,34,60.262202
0.0,100,61.656209
0.509986,67,62.55946
0.94148,6,62.627948
0.0,100,64.026597
0.0,100,65.311322
0.0,100,66.610598
0.0,100,67.94402
0.675729,39,68.484018
0.0,100,69.814438
0.417121,87,70.978395
0.0,100,72.565246
0.0,100,74.188386
0.747172,29,74.594638
0.0,100,75.846512
0.0,100,77.121058
0.826169,19,77.357491
0.552683,59,78.097094
0.0,100,79.494405
0.0,100,80.875952
0.0,100,82.297203
0.0,100,83.632657
0.47534,74,84.599935
0.0,100,85.818273
0.0,100,87.010864
0.581166,54,87.759477
0.0,100,89.004672
0.0,100,90.341665
0.42559,85,91.361351
0.0,100,92.557015
0.642612,44,93.086413
0.0,100,94.315077
0.0,100,95.50804
0.9801,2,95.518943
0.611117,49,96.112461
0.0,100,97.3017
0.0,100,98.604371
0.0,100,99.929111
0.0,100,101.601068
0.0,100,102.802807
0.0,100,104.284501
0.0,100,105.730685
0.809728,21,106.104026
0.581166,54,106.774806
0.0,100,108.252931
0.0,100,109.681678
0.0,100,110.99686
0.575355,55,111.653989
0.0,100,112.866689
0.0,100,114.084774
0.0,100,115.290801
0.0,100,116.484777
0.0,100,117.67175
0.0,100,118.867093
0.0,100,120.062167
0.0,100,121.255739
0.0,100,122.453221
0.400685,91,123.539217
0.649103,43,124.070036
0.0,100,125.268409
0.0,100,126.596965
0.388784,94,127.726216
0.530906,63,128.46582
0.0,100,129.695632
0.0,100,130.89282
0.0,100,132.082709
0.95099,5,132.146369
0.0,100,133.347498
0.826169,19,133.579554
0.0,100,134.774885
0.809728,21,135.016924
0.0,100,136.213876
0.36973,99,137.40259
0.0,100,138.59761
0.0,100,139.79915
0.0,100,140.994933
0.598956,51,141.596401
0.0,100,142.786313
0.0,100,143.986374
0.0,100,145.197555
0.0,100,146.419423
0.461222,77,147.358405
0.860058,15,147.53223
0.0,100,148.732843
0.95099,5,148.793151
0.0,100,149.989604
0.0,100,151.185477
0.0,100,152.3767
0.0,100,153.57506
0.0,100,154.774637
0.0,100,155.963239
0.0,100,157.169732
0.0,100,158.361775
0.40882,89,159.394839
0.0,100,160.58798
0.0,100,161.818829
0.0,100,163.01559
0.99,1,163.055504
0.0,100,164.254074
0.717731,33,164.636636
0.0,100,165.852114
0.547157,60,166.568712
0.0,100,167.754778
0.636185,45,168.292982
0.563905,57,169.00552
0.696413,36,169.442574
0.0,100,170.637391
0.793614,23,170.88671
0.0,100,172.075628
0.0,100,173.270822
0.0,100,174.470939
0.0,100,175.67061
0.0,100,176.864015
0.0,100,178.053751
0.0,100,179.255095
0.0,100,180.44681
0.0,100,181.649967
0.0,100,182.841271
0.0,100,184.036313
0.447523,80,184.995823
0.834514,18,185.221848
0.447523,80,186.211173
0.0,100,187.41043
0.762343,27,187.714103
0.696413,36,188.16805
0.809728,21,188.415557
0.0,100,189.615416
0.0,100,190.80595
0.0,100,191.994679
0.860058,15,192.178126
0.0,100,193.379016
0.592966,52,193.982981
0.0,100,195.177102
0.95099,5,195.2340.4650.0,100,196.4206330.0,100,197.185797
0.940.0,100,197.6751570.0.0,100,198.8862150.0.0,100,200.0812750.0.0,100,201.2751910.0,100,202.039497
0.95090.0,100,202.7520.0,10.0,100,203.9470.0,100,204.503972
0.605006,50,205.125098
0.0,100,206.31613
0.0,100,207.511929
0.0,100,208.705156
0.0,100,209.903814
0.0,100,211.101913
0.0,100,212.292652
0.0,100,213.495071
0.0,100,214.690265
0.0,100,215.88447
0.747172,29,216.237564
0.0,100,217.438745
0.0,100,218.646436
0.970299,3,218.663019
0.904382,10,218.78058
0.480141,73,219.682478
0.0,100,220.889253
0.0,100,222.079488
0.509986,67,222.868695
0.94148,6,222.965566
0.0,100,224.194655
0.0,100,225.39394
0.0,100,226.585601
0.0,100,227.777099
0.569601,56,228.449883
0.558266,58,229.13445400.465881,76,230.0743430.0,100,230.741373
0.0,100,231.934464
0.0,100,233.123407
0.0,100,234.321263
0.690.0,100,235.28691200.0,100,236.47481
0.0,100,237.672014
0.750.0,100,238.146909
0.0,100,239.347215
0.438618,82,240.318465
0.0,100,241.023449
0.0.499837,69,241.2220.6290.0,100,242.44215700.0,100,243.644235
0.0,100,244.838704
0.429889,84,245.840073
0.0,100,247.036068
0.611117,49,247.630941
0.0,100,248.831362
0.970299,3,248.8475140.0.834514,18,249.080.49480.0,100,250.2843110.0.480141,73,251.10.0,100,252.192606
0.99,10.0,100,252.30.717730.0,100,253.557050.40.611117,49,254.146120.40.0,100,255.342309
0.0,100,256.536253
0.0,100,257.737363
0.0,100,258.308915
0.90.605006,50,258.0.0,100,259.706172
0.682555,38,0.0,100,260.0.480141,73,261.2632
0.0,100,262.614045
0.0,100,264.193132
0.0,100,265.58793
0.877521,10.434231,83,260.392711,90.0,100,267.140.0,100,268.051046
0.0,100,269.245118
0.0,100,270.445074
0.0,100,271.627665
0.0,100,272.872237
0.0,100,274.153648
0.0,100,275.3425
0.0,100,276.533051
0.0,100,277.722587
0.877521,13,277.904935
0.0,100,279.137274
0.860058,15,279.316794
0.895338,11,279.443506
0.0,100,280.631892
0.0,100,281.818216
0.0,100,283.010348
0.0,100,284.218462
0.0,100,285.41174
0.569601,56,286.070834
0.587037,53,286.71357
0.0,100,287.900983
0.388784,94,289.030111
0.0,100,290.237373
0.504886,68,291.030251
0.0,100,292.221517
0.0,100,293.409223
0.592966,52,294.046155
0.0,100,295.263125
0.0,100,296.4597
0.0,100,297.653564
0.41295,88,298.689929
0.0,100,299.884745
0.0,100,301.072948
0.0,100,302.271713
0.0,100,303.464246
0.0,100,304.657765
0.0,100,305.841638
0.0,100,307.032316
0.0,100,308.231804
0.0,100,309.43306
0.868746,14,309.610095
0.801631,22,309.89009
0.581166,54,310.509655
0.668972,40,310.985512
0.0,100,312.170835
0.0,100,313.394419
0.0,100,314.603778
0.0,100,315.78852
0.470587,75,316.679825
0.0,100,317.862727
0.592966,52,318.516828
0.904382,10,318.634254
0.0,100,319.833024
0.417121,87,320.856971
0.465881,76,321.756276
0.494839,70,322.586876
0.0,100,323.778614
0.0,100,324.972576
0.0,100,326.165797
0.0,100,327.358541
0.0,100,328.551017
0.0,100,329.74808
0.0,100,330.975415
0.499837,69,331.806638
0.0,100,332.991604
0.520341,65,333.764752
0.377237,97,334.947511
0.547157,60,335.654365
0.0,100,336.838909
0.0,100,338.031302
0.0,100,339.231458
0.877521,13,339.410125
0.452044,79,340.426552
0.0,100,342.032616
0.0,100,343.578473
