#{"t_start": 1732145154.6134906, "env_id": "None"}
r,l,t
0.0,100,4.694296
0.0,100,6.022671
0.0,100,7.396209
0.0,100,8.72088
0.0,100,10.020303
0.0,100,11.346797
0.0,100,12.691896
0.0,100,13.998685
0.0,100,15.444607
0.0,100,17.151258
0.7397,30,17.565066
0.558266,58,18.3708
0.0,100,19.719761
0.0,100,21.03818
0.42559,85,22.167662
0.834514,18,22.431493
0.826169,19,22.677657
0.717731,33,23.125861
0.682555,38,23.631231
0.0,100,24.982563
0.754719,28,25.328359
0.689449,37,25.873145
0.0,100,27.23437
0.470587,75,28.301167
0.809728,21,28.582656
0.868746,14,28.779267
0.0,100,30.131736
0.904382,10,30.267946
0.0,100,31.591567
0.0,100,32.917218
0.754719,28,33.260392
0.465881,76,34.264463
0.860058,15,34.459902
0.801631,22,34.773182
0.834514,18,34.988875
0.0,100,36.315302
0.0,100,37.665366
0.499837,69,38.584004
0.689449,37,39.091072
0.895338,11,39.226714
0.99,1,39.234569
0.0,100,40.579414
0.642612,44,41.181214
0.913517,9,41.311869
0.717731,33,41.740988
0.0,100,43.065604
0.0,100,44.369193
0.817907,20,44.632089
0.0,100,46.122046
0.717731,33,46.83668
0.0,100,48.17598
0.388784,94,49.437855
0.689449,37,49.916616
0.95099,5,49.982186
0.0,100,51.324379
0.932065,7,51.404875
0.99,1,51.446869
0.801631,22,51.733414
0.95099,5,51.807141
0.868746,14,52.104135
0.0,100,53.702305
0.0,100,55.056371
0.9801,2,55.068988
0.682555,38,55.584156
0.913517,9,55.738249
0.913517,9,55.826619
0.851458,16,56.079087
0.0,100,57.606641
0.95099,5,57.67012
0.747172,29,58.053139
0.710553,34,58.567191
0.0,100,59.884962
0.0,100,61.326753
0.0,100,62.797994
0.754719,28,63.199819
0.801631,22,63.494462
0.689449,37,64.023993
0.94148,6,64.097262
0.747172,29,64.495431
0.895338,11,64.63229
0.842943,17,64.847489
0.770043,26,65.18779
0.0,100,66.62273
0.0,100,68.026849
0.904382,10,68.155597
0.0,100,69.480518
0.801631,22,69.797853
0.868746,14,69.985765
0.0,100,71.299239
0.0,100,72.624398
0.913517,9,72.712595
0.0,100,74.035879
0.817907,20,74.293334
0.0,100,75.616937
0.817907,20,75.980067
0.494839,70,77.114404
0.817907,20,77.384485
0.801631,22,77.692393
0.860058,15,77.887941
0.826169,19,78.146623
0.0,100,79.468154
0.703448,35,79.922254
0.558266,58,80.655538
0.785678,24,80.975582
0.0,100,82.312391
0.0,100,83.642466
0.0,100,84.952595
0.636185,45,85.550483
0.801631,22,85.830133
0.0,100,87.208605
0.793614,23,87.602165
0.675729,39,88.199345
0.0,100,89.594007
0.484991,72,90.63062
0.682555,38,91.155028
0.0,100,92.647978
0.94148,6,92.731477
0.0,100,94.728171
0.904382,10,94.958331
0.541685,61,96.05089
0.895338,11,96.226538
0.842943,17,96.516705
0.94148,6,96.593299
0.793614,23,96.916703
0.0,100,98.235822
0.605006,50,98.891943
0.0,100,100.212706
0.0,100,101.539562
0.662282,41,102.076583
0.932065,7,102.160622
0.762343,27,102.549879
0.0,100,103.917092
0.801631,22,104.226003
0.642612,44,104.804374
0.0,100,106.260796
0.668972,40,106.971202
0.0,100,108.296693
0.0,100,109.601435
0.0,100,110.905306
0.868746,14,111.104599
0.611117,49,111.772393
0.0,100,113.104034
0.0,100,114.468762
0.587037,53,115.180385
0.72498,32,115.592504
0.0,100,116.928321
