#{"t_start": 1732129892.8764482, "env_id": "None"}
r,l,t
0.377237,97,3.599279
0.0,100,4.912895
0.0,100,6.341262
0.0,100,7.806451
0.0,100,9.558977
0.0,100,11.044436
0.0,100,12.909701
0.443048,81,14.278613
0.0,100,15.601601
0.470587,75,16.952912
0.47534,74,18.331912
0.877521,13,18.478033
0.0,100,20.046089
0.9801,2,20.105285
0.922745,8,20.194572
0.960596,4,20.254096
0.762343,27,20.692751
0.793614,23,21.007152
0.732303,31,21.457482
0.569601,56,22.31695
0.0,100,23.777041
0.0,100,25.297778
0.710553,34,25.787694
0.0,100,27.361903
0.0,100,29.044593
0.0,100,30.715926
0.0,100,32.294366
0.366032,100,33.953287
0.895338,11,34.127173
0.0,100,35.656083
0.710553,34,36.150051
0.834514,18,36.395374
0.629824,46,37.012445
0.0,100,38.400773
0.904382,10,38.532102
0.826169,19,38.791436
0.623525,47,39.389122
0.0,100,40.697921
0.960596,4,40.756804
0.592966,52,41.441269
0.0,100,42.865947
0.922745,8,42.950557
0.922745,8,43.080872
0.834514,18,43.324788
0.762343,27,43.800299
0.793614,23,44.096526
0.7397,30,44.516694
0.605006,50,45.241724
0.0,100,46.68082
0.895338,11,46.899947
0.0,100,48.368331
0.868746,14,48.553805
0.913517,9,48.704238
0.895338,11,48.861251
0.710553,34,49.340586
0.0,100,50.909808
0.0,100,52.441424
0.0,100,53.869142
0.747172,29,54.282307
0.72498,32,54.713414
0.0,100,56.170161
0.558266,58,56.987271
0.575355,55,57.736851
0.675729,39,58.277443
0.932065,7,58.354953
0.592966,52,59.090614
0.569601,56,59.842949
0.7397,30,60.260804
0.99,1,60.266797
0.785678,24,60.592306
0.868746,14,60.787082
0.970299,3,60.807866
0.851458,16,61.025538
0.860058,15,61.289909
0.913517,9,61.440872
0.0,100,63.052662
0.0,100,64.355701
0.0,100,65.66261
0.689449,37,66.16038
0.0,100,67.477114
0.0,100,68.765827
0.913517,9,68.854639
0.682555,38,69.365252
0.0,100,70.770526
0.801631,22,71.086787
0.48989,71,72.096216
0.569601,56,72.982089
0.0,100,74.372931
0.860058,15,74.569547
0.0,100,75.906507
0.826169,19,76.181049
0.0,100,77.641351
0.762343,27,77.984888
0.793614,23,78.425774
0.623525,47,79.121481
0.785678,24,79.47007
0.642612,44,80.18852
0.732303,31,80.689316
0.95099,5,80.784207
0.703448,35,81.434192
0.834514,18,81.664256
0.94148,6,81.773858
0.817907,20,82.047153
0.94148,6,82.127665
0.754719,28,82.480917
0.770043,26,82.855278
0.530906,63,83.743118
0.868746,14,83.940399
0.834514,18,84.211488
0.0,100,86.069122
0.762343,27,86.551322
0.0,100,87.947213
0.0,100,89.36098
0.0,100,90.768163
0.834514,18,91.044981
0.0,100,92.394634
0.834514,18,92.669737
0.754719,28,93.259663
0.0,100,94.792594
0.0,100,96.198832
0.0,100,97.543897
0.809728,21,97.81524
0.0,100,99.132014
0.547157,60,99.905933
0.970299,3,99.959776
0.598956,51,100.621616
0.913517,9,100.745044
0.886385,12,100.884609
0.598956,51,101.545465
0.922745,8,101.666617
0.817907,20,101.963737
0.0,100,103.275543
0.762343,27,103.615927
0.960596,4,103.677927
0.877521,13,103.855995
0.904382,10,103.985176
0.0,100,105.29232
0.826169,19,105.504782
0.0,100,106.791072
0.877521,13,106.979156
0.868746,14,107.167907
0.520341,65,108.012118
0.809728,21,108.281326
0.696413,36,108.747967
0.7397,30,109.201269
0.0,100,110.550732
0.0,100,111.84888
0.877521,13,112.021853
0.0,100,113.327307
0.72498,32,113.737533
0.94148,6,113.812909
0.0,100,115.154155
0.0,100,116.421775
0.0,100,117.721049
0.842943,17,117.956213
0.0,100,119.252629
0.732303,31,119.689049
0.547157,60,120.46729
0.0,100,121.784252
0.0,100,123.39172
0.851458,16,123.652323
0.762343,27,124.027668
0.0,100,125.343876
0.0,100,126.655497
0.754719,28,127.013067
0.710553,34,127.460908
0.886385,12,127.601233
0.0,100,128.893424
0.922745,8,129.021593
0.0,100,130.320096
0.0,100,131.619379
0.0,100,133.036175
0.623525,47,133.627841
0.809728,21,133.928913
0.860058,15,134.124579
0.72498,32,134.524809
0.94148,6,134.59083
0.0,100,135.90491
0.817907,20,136.159436
0.826169,19,136.413427
0.0,100,137.732038
0.801631,22,138.012926
0.801631,22,138.345422
0.877521,13,138.486714
0.0,100,139.770827
0.932065,7,139.877999
0.922745,8,139.959794
0.0,100,141.239718
0.515137,66,142.120564
0.0,100,143.403549
0.94148,6,143.475426
0.826169,19,143.725209
0.636185,45,144.322545
0.636185,45,144.912827
0.960596,4,144.939646
0.0,100,146.250558
0.877521,13,146.42908
0.94148,6,146.497198
0.703448,35,146.962557
0.932065,7,147.074635
0.0,100,148.383456
0.0,100,149.697135
0.0,100,151.02798
0.0,100,152.345043
0.877521,13,152.491392
0.877521,13,152.740134
0.817907,20,153.183837
0.842943,17,153.507462
0.0,100,154.859071
0.9801,2,154.905115
0.770043,26,155.255812
