#{"t_start": 1731462369.9148386, "env_id": "None"}
r,l,t
0.0,100,2.784757
0.886385,12,3.025552
0.0,100,4.262493
0.0,100,5.498404
0.696413,36,5.913521
0.970299,3,5.963402
0.563905,57,6.708975
0.851458,16,6.910964
0.877521,13,7.095999
0.0,100,8.414936
0.777821,25,8.777622
0.817907,20,9.059509
0.0,100,10.588013
0.904382,10,10.715898
0.541685,61,11.473984
0.0,100,12.785507
0.99,1,12.79469
0.0,100,14.275907
0.732303,31,14.738966
0.682555,38,15.332657
0.0,100,16.703377
0.0,100,18.047364
0.655659,42,18.57775
0.0,100,19.929059
0.0,100,21.370443
0.0,100,22.747829
0.877521,13,22.972569
0.0,100,24.455581
0.0,100,25.859926
0.0,100,27.180098
0.99,1,27.187037
0.366032,100,28.526845
0.0,100,29.8174
0.777821,25,30.156286
0.541685,61,30.914488
0.817907,20,31.185286
0.0,100,32.45161
0.754719,28,32.82623
0.0,100,34.030942
0.0,100,35.391274
0.895338,11,35.517105
0.682555,38,36.045427
0.717731,33,36.477731
0.675729,39,37.02793
0.785678,24,37.361982
0.0,100,38.674006
0.0,100,40.342772
0.0,100,41.811046
0.0,100,43.083392
0.0,100,44.304172
0.0,100,45.498183
0.7397,30,45.855112
0.642612,44,46.393724
0.94148,6,46.46187
0.801631,22,46.70844
0.817907,20,46.946344
0.932065,7,47.045614
0.0,100,48.239362
0.0,100,49.49093
0.793614,23,49.744761
0.0,100,50.937177
0.696413,36,51.417087
0.0,100,52.606185
0.0,100,53.796857
0.895338,11,53.927439
0.0,100,55.128549
0.0,100,56.307702
0.0,100,57.498358
0.913517,9,57.612045
0.817907,20,57.85089
0.0,100,59.04586
0.0,100,60.246842
0.0,100,61.504404
0.94148,6,61.571299
0.809728,21,61.823459
0.95099,5,61.880854
0.662282,41,62.367251
0.0,100,63.573643
0.547157,60,64.296056
0.636185,45,64.839428
0.99,1,64.844761
0.0,100,66.026971
0.0,100,67.220105
0.0,100,68.413913
0.770043,26,68.747053
0.0,100,69.929894
0.895338,11,70.052758
0.762343,27,70.366935
0.0,100,71.548281
0.642612,44,72.110837
0.0,100,73.318032
0.842943,17,73.504584
0.809728,21,73.779648
0.762343,27,74.091247
0.0,100,75.278843
0.95099,5,75.338618
0.0,100,76.534546
0.636185,45,77.069976
0.717731,33,77.473957
0.41295,88,78.553232
0.0,100,79.748359
0.569601,56,80.409201
0.817907,20,80.646525
0.868746,14,80.823484
0.61729,48,81.408241
0.0,100,82.596751
0.0,100,83.800318
0.754719,28,84.12218
0.636185,45,84.668657
0.886385,12,84.832571
0.655659,42,85.324158
0.932065,7,85.426143
0.877521,13,85.56025
0.817907,20,85.801838
0.0,100,86.999204
0.777821,25,87.296133
0.801631,22,87.57924
0.642612,44,88.084611
0.0,100,89.294171
0.623525,47,89.906457
0.826169,19,90.140858
0.868746,14,90.277099
0.9801,2,90.321522
0.785678,24,90.627857
0.860058,15,90.802319
0.913517,9,90.889801
0.0,100,92.07996
0.817907,20,92.314734
0.0,100,93.528935
0.970299,3,93.576925
0.785678,24,93.874759
0.932065,7,93.945431
0.793614,23,94.238386
0.675729,39,94.708314
0.868746,14,94.852351
0.0,100,96.092392
0.675729,39,96.563798
0.48989,71,97.421382
0.95099,5,97.47843
0.0,100,98.675927
0.860058,15,98.850273
0.842943,17,99.083146
0.0,100,100.251765
0.895338,11,100.37548
0.0,100,101.564554
0.886385,12,101.692677
0.0,100,102.900772
0.895338,11,103.061504
0.72498,32,103.429566
0.762343,27,103.733626
0.886385,12,103.901731
0.809728,21,104.144859
0.842943,17,104.332104
0.0,100,105.526028
0.793614,23,105.814574
0.0,100,107.001657
0.0,100,108.206449
0.581166,54,108.88365
0.754719,28,109.205639
0.785678,24,109.496873
0.0,100,110.861319
0.922745,8,110.971252
0.932065,7,111.039286
0.0,100,112.239347
0.0,100,113.472384
0.629824,46,114.014067
0.0,100,115.210484
0.94148,6,115.306407
0.605006,50,115.902807
0.7397,30,116.262034
0.851458,16,116.448538
0.0,100,117.650522
0.668972,40,118.136158
0.801631,22,118.389576
0.0,100,119.599218
0.9801,2,119.643091
0.877521,13,119.777901
0.0,100,120.98803
0.0,100,122.190849
0.0,100,123.397034
0.636185,45,123.943266
0.0,100,125.137837
0.0,100,126.329926
0.598956,51,126.937782
0.41295,88,127.994828
0.913517,9,128.107233
0.860058,15,128.281633
0.960596,4,128.337397
0.682555,38,128.804167
0.530906,63,129.571233
0.732303,31,129.929152
0.851458,16,130.111828
0.0,100,131.357478
0.525596,64,132.130232
0.877521,13,132.302444
0.895338,11,132.427221
0.0,100,133.656543
0.703448,35,134.075101
0.99,1,134.082741
0.770043,26,134.387654
0.851458,16,134.568243
0.895338,11,134.734943
0.629824,46,135.281419
0.587037,53,135.89778
0.95099,5,135.960686
0.770043,26,136.294437
0.0,100,137.492144
0.877521,13,137.626361
0.0,100,138.817877
0.817907,20,139.071934
0.895338,11,139.195807
0.860058,15,139.371032
0.895338,11,139.537521
0.675729,39,139.969851
0.754719,28,140.315166
0.747172,29,140.660058
0.851458,16,140.846212
0.72498,32,141.213752
0.877521,13,141.382382
0.0,100,142.578013
0.0,100,143.770008
0.913517,9,143.884674
0.0,100,145.078888
0.7397,30,145.436996
0.0,100,146.628205
0.842943,17,146.81813
