#{"t_start": 1732111605.6967328, "env_id": "None"}
r,l,t
0.0,100,3.98734
0.0,100,5.30434
0.0,100,6.616746
0.0,100,7.921174
0.0,100,9.227758
0.0,100,10.566501
0.0,100,11.880938
0.747172,29,12.273435
0.717731,33,12.722759
0.0,100,14.04508
0.9801,2,14.056592
0.94148,6,14.127753
0.0,100,15.446732
0.0,100,16.821352
0.0,100,18.245571
0.970299,3,18.302774
0.569601,56,19.137417
0.0,100,20.742117
0.0,100,22.109993
0.36973,99,23.594792
0.717731,33,24.103116
0.762343,27,24.462835
0.0,100,25.905643
0.0,100,27.523452
0.860058,15,27.723176
0.809728,21,27.998755
0.932065,7,28.110532
0.629824,46,28.723115
0.9801,2,28.735002
0.817907,20,28.997593
0.0,100,30.340188
0.851458,16,30.586766
0.0,100,32.098612
0.762343,27,32.490034
0.417121,87,33.66448
0.922745,8,33.787729
0.922745,8,33.873427
0.0,100,35.306174
0.801631,22,35.627164
0.0,100,37.142458
0.0,100,38.646244
0.0,100,40.082417
0.0,100,41.475469
0.0,100,42.863466
0.0,100,44.252787
0.860058,15,44.469282
0.0,100,45.833107
0.770043,26,46.17183
0.785678,24,46.513165
0.0,100,47.918545
0.732303,31,48.338802
0.0,100,49.715336
0.0,100,51.080802
0.0,100,52.460964
0.0,100,53.862322
0.662282,41,54.430742
0.922745,8,54.565108
0.747172,29,54.966574
0.970299,3,54.988731
0.623525,47,55.663651
0.9801,2,55.676843
0.0,100,57.05165
0.48989,71,58.025719
0.710553,34,58.52635
0.0,100,59.913364
0.747172,29,60.317241
0.0,100,61.697405
0.48989,71,62.659371
0.434231,83,63.832648
0.563905,57,64.615966
0.0,100,66.048179
0.809728,21,66.326291
0.0,100,67.697535
0.793614,23,68.02838
0.0,100,69.417287
0.499837,69,70.37281
0.785678,24,70.670243
0.0,100,72.042532
0.95099,5,72.109867
0.689449,37,72.64395
0.0,100,74.035503
0.0,100,75.411778
0.785678,24,75.749532
0.668972,40,76.293434
0.0,100,77.667959
0.877521,13,77.819355
0.0,100,79.205576
0.682555,38,79.763196
0.0,100,81.153644
0.0,100,82.530135
0.0,100,83.900128
0.922745,8,83.982818
0.717731,33,84.455095
0.381047,96,85.77132
0.499837,69,86.713596
0.895338,11,86.853611
0.770043,26,87.19728
0.0,100,88.552807
0.877521,13,88.741617
0.0,100,90.114715
0.9801,2,90.127933
0.649103,43,90.72633
0.834514,18,90.985356
0.851458,16,91.200891
0.0,100,92.573556
0.0,100,93.964495
0.0,100,95.340609
0.0,100,96.70498
0.72498,32,97.125983
0.834514,18,97.392797
0.932065,7,97.474406
0.655659,42,98.077283
0.877521,13,98.230238
0.904382,10,98.372511
0.655659,42,98.97113
0.777821,25,99.31807
0.696413,36,99.842573
0.801631,22,100.137385
0.396678,92,101.432292
0.598956,51,102.118986
0.826169,19,102.38839
0.886385,12,102.537019
0.826169,19,102.802549
0.605006,50,103.536587
0.770043,26,103.895075
0.886385,12,104.040556
0.970299,3,104.094426
0.623525,47,104.728175
0.0,100,106.104986
0.817907,20,106.380719
0.817907,20,106.65201
0.587037,53,107.396119
0.662282,41,107.953658
0.0,100,109.349494
0.0,100,110.74628
0.558266,58,111.559681
0.710553,34,112.04672
0.7397,30,112.459185
0.61729,48,113.089488
0.541685,61,113.937252
0.0,100,115.300674
0.0,100,116.662807
0.0,100,118.082042
0.0,100,119.503118
0.94148,6,119.617497
0.0,100,121.207692
0.0,100,122.562128
0.0,100,123.9322
0.563905,57,124.703254
0.9801,2,124.715182
0.817907,20,125.007986
0.0,100,126.383297
0.913517,9,126.510045
0.0,100,127.884517
0.0,100,129.269402
0.834514,18,129.549737
0.834514,18,129.771823
0.710553,34,130.251611
